stn	time.yy	time.mm	time.dd	time.hh	str.diffus	wetbulb	gls	prestahs	tre200h0	ure200h0	fkl010h0	dkl010h0	dni
PAY	2021	1	1	0	0	-0.2	0	947.7	-0.2	99.7	0.6	149	0
PAY	2021	1	1	1	0	-0.3	0	947.7	-0.2	99.3	0.5	117	0
PAY	2021	1	1	2	0	-0.2	0	947.9	-0.3	100	1	107	0
PAY	2021	1	1	3	0	-0.2	0	948	-0.2	100	0.2	117	0
PAY	2021	1	1	4	0	-0.2	0	948.1	-0.3	100	0.3	108	0
PAY	2021	1	1	5	0	-0.3	0	948.2	-0.3	100	0.1	90	0
PAY	2021	1	1	6	0	0	0	948.5	0	98.1	1	229	0
PAY	2021	1	1	7	0	-0.2	0	948.8	-0.2	99.3	0.6	135	0
PAY	2021	1	1	8	0	-0.3	5	949.3	-0.4	99.6	0.5	121	58.11106373
PAY	2021	1	1	9	0	-0.1	72	949.5	0.2	98.1	0.5	117	350.7421243
PAY	2021	1	1	10	0	0.2	141	949.7	0.5	96.9	1	101	484.2712061
PAY	2021	1	1	11	0	0.5	170	949.5	0.8	96.4	1.2	37	503.2058565
PAY	2021	1	1	12	0	0.7	194	949.1	1	95.8	1.9	354	567.0447098
PAY	2021	1	1	13	0	0.9	172	948.9	1.3	94.1	2.3	31	566.2740447
PAY	2021	1	1	14	0	0.9	108	949	1.3	95	2.1	3	479.3723089
PAY	2021	1	1	15	0	1	57	949.2	1.3	93.7	1.7	43	508.3248555
PAY	2021	1	1	16	0	0.9	10	949.6	1.1	95	1.5	42	0
PAY	2021	1	1	17	0	0.6	0	949.8	1.4	84.4	2	30	0
PAY	2021	1	1	18	0	0.4	0	949.9	1.4	83.3	3.3	40	0
PAY	2021	1	1	19	0	0.3	0	950.1	0.9	87.8	3	37	0
PAY	2021	1	1	20	0	0.2	0	950.5	0.9	88.2	2.7	25	0
PAY	2021	1	1	21	0	0.2	0	950.6	0.9	89.3	2.5	23	0
PAY	2021	1	1	22	0	0	0	950.8	0.6	90.5	1.4	63	0
PAY	2021	1	1	23	0	0.1	0	950.8	0.5	92.3	1.2	75	0
PAY	2021	1	2	0	0	0.1	0	951	0.5	91.6	1.5	65	0
PAY	2021	1	2	1	0	0.1	0	951	0.9	86.2	2.3	41	0
PAY	2021	1	2	2	0	0.2	0	950.9	1	85.6	3.3	38	0
PAY	2021	1	2	3	0	0.2	0	950.7	0.7	89.5	3.1	34	0
PAY	2021	1	2	4	0	0.2	0	950.5	0.8	89	3.2	42	0
PAY	2021	1	2	5	0	0.2	0	950.4	0.8	88.8	3.5	43	0
PAY	2021	1	2	6	0	0.3	0	950.4	1	87.7	3.6	40	0
PAY	2021	1	2	7	0	0.2	0	950.3	1	86	4	42	0
PAY	2021	1	2	8	0	0.1	1	950.4	1.1	83.5	4.3	42	11.58920421
PAY	2021	1	2	9	0	0.2	15	950.4	1.1	85.2	4.6	40	72.87296891
PAY	2021	1	2	10	0	0.2	25	950.5	1.1	84.7	4.7	41	85.59750507
PAY	2021	1	2	11	0	0.1	39	950.2	1.2	81.9	5.5	42	115.0117433
PAY	2021	1	2	12	0	0.3	75	949.7	1.2	82.7	5.4	44	218.1954514
PAY	2021	1	2	13	0	0.2	39	949.6	1.3	81.7	5.2	45	127.5978341
PAY	2021	1	2	14	0	0.2	29	949.8	1	84.4	5.9	46	127.5015047
PAY	2021	1	2	15	0	0.1	14	950.1	0.7	87.9	5.5	47	122.3162559
PAY	2021	1	2	16	0	0	3	950	0.7	86.5	4.7	44	0
PAY	2021	1	2	17	0	-0.2	0	949.9	0.5	86.9	4.6	42	0
PAY	2021	1	2	18	0	-0.3	0	950	0.5	84.4	4.4	43	0
PAY	2021	1	2	19	0	-0.4	0	950.2	0.5	83.9	4.1	46	0
PAY	2021	1	2	20	0	-0.5	0	950.5	0.6	79.8	3.7	53	0
PAY	2021	1	2	21	0	-0.6	0	950.6	0.2	86	3.5	52	0
PAY	2021	1	2	22	0	-0.7	0	950.6	0.1	86.3	3.4	52	0
PAY	2021	1	2	23	0	-0.8	0	950.5	-0.2	88.4	2.9	48	0
PAY	2021	1	3	0	0	-0.8	0	950.5	-0.2	89	2.1	43	0
PAY	2021	1	3	1	0	-0.7	0	950.5	-0.4	93.1	2.4	59	0
PAY	2021	1	3	2	0	-0.8	0	950.6	-0.2	89.3	3	44	0
PAY	2021	1	3	3	0	-0.9	0	950.5	-0.3	89.3	3	49	0
PAY	2021	1	3	4	0	-1	0	950.4	-0.2	86.4	1.6	67	0
PAY	2021	1	3	5	0	-1	0	950.6	-0.3	86.7	1.6	60	0
PAY	2021	1	3	6	0	-1	0	950.7	-0.1	84.3	2.2	65	0
PAY	2021	1	3	7	0	-1	0	950.9	-0.3	86.4	2.1	67	0
PAY	2021	1	3	8	0	-1.1	4	951.3	-0.3	86	1.8	62	46.1619426
PAY	2021	1	3	9	0	-1.1	38	951.5	-0.1	83.5	1.6	43	184.002606
PAY	2021	1	3	10	0	-0.8	69	951.8	0.3	81.5	2.1	53	235.4196331
PAY	2021	1	3	11	0	-0.7	83	951.7	0.5	80.3	2.2	55	243.7734269
PAY	2021	1	3	12	0	-0.7	104	951.6	0.6	76.7	2.4	45	301.0555292
PAY	2021	1	3	13	0	-0.5	121	951.6	1	77.3	2.4	49	393.2796292
PAY	2021	1	3	14	0	-0.4	103	951.8	1.1	77.2	2	55	448.3950474
PAY	2021	1	3	15	0	-0.4	73	952	0.9	76.4	1.8	38	624.5741148
PAY	2021	1	3	16	0	-0.5	16	952.2	0.4	83.4	1.5	32	0
PAY	2021	1	3	17	0	-0.7	0	952.4	0	85.8	1.3	29	0
PAY	2021	1	3	18	0	-0.9	0	952.6	-0.4	90.2	0.9	41	0
PAY	2021	1	3	19	0	-1.1	0	952.9	-0.8	92.1	0.7	39	0
PAY	2021	1	3	20	0	-1.5	0	952.9	-1.3	92.5	1.1	38	0
PAY	2021	1	3	21	0	-1.6	0	953.2	-0.9	89.5	1.2	37	0
PAY	2021	1	3	22	0	-2.2	0	953.3	-2.1	94.6	1.2	312	0
PAY	2021	1	3	23	0	-2.8	0	953.2	-2.5	94.1	1.1	346	0
PAY	2021	1	4	0	0	-2.6	0	953.1	-2.4	94.1	1.2	75	0
PAY	2021	1	4	1	0	-2.3	0	952.9	-1.7	92.6	1.1	63	0
PAY	2021	1	4	2	0	-1.9	0	953.1	-1.4	92.2	0.7	51	0
PAY	2021	1	4	3	0	-1.8	0	953	-1.3	90	1	58	0
PAY	2021	1	4	4	0	-1.7	0	952.7	-1.1	90	1.3	58	0
PAY	2021	1	4	5	0	-1.6	0	952.6	-1.1	88.8	1.4	32	0
PAY	2021	1	4	6	0	-1.8	0	952.7	-1.1	84.3	1.8	62	0
PAY	2021	1	4	7	0	-2	0	952.8	-1.2	84.3	2.7	70	0
PAY	2021	1	4	8	0	-2	2	952.9	-1.2	87.3	2.2	73	22.952851
PAY	2021	1	4	9	0	-1.9	8	953	-1.2	85	2.7	48	38.58723031
PAY	2021	1	4	10	0	-2.1	22	952.9	-1.2	83.3	3.5	60	74.76737478
PAY	2021	1	4	11	0	-2	28	952.1	-1	83	3.2	58	81.87467206
PAY	2021	1	4	12	0	-1.9	23	951.5	-0.7	81.4	3.3	70	66.22672002
PAY	2021	1	4	13	0	-1.7	41	950.8	-0.6	80.5	3.9	67	132.3423367
PAY	2021	1	4	14	0	-1.6	19	950.6	-0.4	78.9	3.1	55	81.87084418
PAY	2021	1	4	15	0	-1.4	5	950.5	-0.2	78.1	3.5	50	41.87663888
PAY	2021	1	4	16	0	-1.4	0	950.5	-0.2	78.4	4.4	41	0
PAY	2021	1	4	17	0	-1.5	0	950.4	-0.3	78	4.5	38	0
PAY	2021	1	4	18	0	-1.5	0	950.4	-0.3	78.8	4.4	38	0
PAY	2021	1	4	19	0	-1.5	0	950.6	-0.3	78.5	4	41	0
PAY	2021	1	4	20	0	-1.5	0	950.5	-0.4	79.3	3.9	37	0
PAY	2021	1	4	21	0	-1.6	0	950.7	-0.4	78.4	3.7	36	0
PAY	2021	1	4	22	0	-1.6	0	950.8	-0.6	81.5	2.2	41	0
PAY	2021	1	4	23	0	-1.7	0	950.9	-0.7	81.8	2.1	37	0
PAY	2021	1	5	0	0	-1.7	0	951.1	-0.8	83.4	1.6	38	0
PAY	2021	1	5	1	0	-1.7	0	951.6	-0.8	80.9	2	27	0
PAY	2021	1	5	2	0	-1.6	0	952.1	-0.6	84.9	1.2	75	0
PAY	2021	1	5	3	0	-1.6	0	952.1	-0.9	88.1	0.8	97	0
PAY	2021	1	5	4	0	-1.7	0	952.2	-0.9	85.3	0.8	97	0
PAY	2021	1	5	5	0	-1.7	0	952	-1	89.1	0.9	96	0
PAY	2021	1	5	6	0	-1.7	0	952.2	-1	86.7	1	54	0
PAY	2021	1	5	7	0	-1.6	0	952.3	-1	87.7	1.3	45	0
PAY	2021	1	5	8	0	-1.6	3	952.7	-0.9	85.4	1.8	29	34.19254777
PAY	2021	1	5	9	0	-1.6	20	952.6	-0.8	86.5	2.3	34	96.03910737
PAY	2021	1	5	10	0	-1.5	36	952.8	-0.6	85.1	2.3	49	121.8186855
PAY	2021	1	5	11	0	-1.3	46	952.6	-0.5	84.3	1.8	45	133.8714995
PAY	2021	1	5	12	0	-1.3	65	952.3	-0.4	83.5	2.2	37	186.1134222
PAY	2021	1	5	13	0	-1.3	60	951.8	-0.3	83.4	2.3	32	192.2787287
PAY	2021	1	5	14	0	-1.2	39	951.9	-0.2	80.8	2.3	38	166.282261
PAY	2021	1	5	15	0	-1.3	18	952.3	-0.4	84.6	2.4	45	147.5266122
PAY	2021	1	5	16	0	-1.3	3	952.5	-0.5	86.2	1.8	52	0
PAY	2021	1	5	17	0	-1.4	0	952.6	-0.5	83.9	1.9	41	0
PAY	2021	1	5	18	0	-1.4	0	952.6	-0.5	82.8	2.3	34	0
PAY	2021	1	5	19	0	-1.5	0	952.5	-0.6	82.8	2.3	36	0
PAY	2021	1	5	20	0	-1.5	0	952.7	-0.7	83.3	2.6	39	0
PAY	2021	1	5	21	0	-1.8	0	952.8	-0.9	79.3	2.7	39	0
PAY	2021	1	5	22	0	-2	0	952.9	-1	80.3	2.9	48	0
PAY	2021	1	5	23	0	-2.2	0	952.9	-1.2	79.5	2.7	58	0
PAY	2021	1	6	0	0	-2.2	0	952.9	-1.3	82.1	1.9	47	0
PAY	2021	1	6	1	0	-2.2	0	953	-1.3	81.6	1.5	54	0
PAY	2021	1	6	2	0	-2.3	0	953.5	-1.3	80.5	2	35	0
PAY	2021	1	6	3	0	-2.4	0	953.6	-1.2	77.2	1.8	36	0
PAY	2021	1	6	4	0	-2.5	0	953.4	-1.1	73.6	1	45	0
PAY	2021	1	6	5	0	-2.3	0	953.4	-1.3	81.1	1.5	121	0
PAY	2021	1	6	6	0	-2.3	0	953.5	-1.4	81.4	2.1	188	0
PAY	2021	1	6	7	0	-2.3	0	953.9	-1.4	83.6	1.8	196	0
PAY	2021	1	6	8	0	-2.2	8	954.4	-1.4	82.9	1.7	194	90.43490471
PAY	2021	1	6	9	0	-2.1	35	954.9	-1	81.8	2.3	200	167.2266956
PAY	2021	1	6	10	0	-1.9	53	955.5	-0.6	75.2	1.8	216	178.500041
PAY	2021	1	6	11	0	-1.7	76	955.4	-0.2	75.3	1.7	201	220.0600587
PAY	2021	1	6	12	0	-1.6	102	955	0.1	68.9	2.2	198	290.3313109
PAY	2021	1	6	13	0	-1.4	104	954.8	0.3	68.2	1.8	225	330.7877615
PAY	2021	1	6	14	0	-1.5	85	955.1	0.4	65.3	1.7	234	358.4819381
PAY	2021	1	6	15	0	-1.4	51	955.3	0.4	66.8	1.4	240	408.9200311
PAY	2021	1	6	16	0	-1.3	13	955.5	0.1	73.5	1.1	191	0
PAY	2021	1	6	17	0	-1.5	0	955.9	0.2	69.4	1.3	203	0
PAY	2021	1	6	18	0	-1.5	0	956.2	-0.1	73.3	1.5	188	0
PAY	2021	1	6	19	0	-1.5	0	956.4	-0.3	77.1	1.5	205	0
PAY	2021	1	6	20	0	-1.4	0	956.7	-0.3	78	1.8	196	0
PAY	2021	1	6	21	0	-1.5	0	956.8	-0.5	81.4	1.8	196	0
PAY	2021	1	6	22	0	-1.6	0	956.9	-0.5	78.7	1.1	158	0
PAY	2021	1	6	23	0	-1.7	0	956.8	-0.7	81.8	1	174	0
PAY	2021	1	7	0	0	-1.7	0	957	-0.8	81.9	1.9	193	0
PAY	2021	1	7	1	0	-1.8	0	957.1	-0.8	81.9	2.3	195	0
PAY	2021	1	7	2	0	-1.8	0	957.1	-0.7	79.8	2.3	195	0
PAY	2021	1	7	3	0	-1.9	0	957	-1	83.5	1.5	188	0
PAY	2021	1	7	4	0	-1.9	0	956.6	-0.8	79.3	2.1	189	0
PAY	2021	1	7	5	0	-1.9	0	956.6	-1.2	83.8	1.6	184	0
PAY	2021	1	7	6	0	-2.1	0	956.3	-1.4	86.7	1	169	0
PAY	2021	1	7	7	0	-2.2	0	956.5	-1.2	80.2	0.9	153	0
PAY	2021	1	7	8	0	-2.1	13	956.7	-1	79	0.6	153	145.5697821
PAY	2021	1	7	9	0	-2.1	77	957	-0.6	75.1	1.1	127	365.8532016
PAY	2021	1	7	10	0	-1.7	160	957	0.6	71.2	0.9	111	536.1247075
PAY	2021	1	7	11	0	-0.8	393	956.6	1.6	68.7	1.3	85	1000
PAY	2021	1	7	12	0	-0.4	343	956.1	1.5	69.3	2	353	970.2674165
PAY	2021	1	7	13	0	-0.3	335	955.7	1.7	67.7	1.6	24	1000
PAY	2021	1	7	14	0	-0.1	267	955.6	2.1	66.1	1.4	18	1000
PAY	2021	1	7	15	0	-0.2	167	955.7	1.9	62.8	1.5	49	1000
PAY	2021	1	7	16	0	-0.5	48	956	1.6	64.1	1.1	45	0
PAY	2021	1	7	17	0	-0.8	0	956.3	0	78	1	34	0
PAY	2021	1	7	18	0	-1.8	0	956.5	-1.2	81.4	1.3	191	0
PAY	2021	1	7	19	0	-2.3	0	956.8	-1.5	83.7	2.3	198	0
PAY	2021	1	7	20	0	-2.2	0	956.9	-1.1	80.8	2.4	208	0
PAY	2021	1	7	21	0	-2.2	0	957	-1.4	84.6	2.8	193	0
PAY	2021	1	7	22	0	-2.1	0	957	-1.2	83.8	2	201	0
PAY	2021	1	7	23	0	-2.2	0	957	-1.5	85.6	1.8	193	0
PAY	2021	1	8	0	0	-2.2	0	957	-1.3	79.7	2.1	200	0
PAY	2021	1	8	1	0	-2.4	0	956.9	-1.4	82.5	2.9	192	0
PAY	2021	1	8	2	0	-2.4	0	957.3	-1.4	79.3	2.5	187	0
PAY	2021	1	8	3	0	-2.4	0	957.4	-1.4	75.7	2.3	183	0
PAY	2021	1	8	4	0	-2.9	0	957.2	-1.8	78.2	2.5	192	0
PAY	2021	1	8	5	0	-3.2	0	956.9	-2.3	78.1	2.2	198	0
PAY	2021	1	8	6	0	-3.3	0	957.1	-2.2	78.8	2	192	0
PAY	2021	1	8	7	0	-3.3	0	957.4	-2.3	76.7	1.7	190	0
PAY	2021	1	8	8	0	-3.6	10	957.7	-2.6	75.4	1.2	158	110.7825103
PAY	2021	1	8	9	0	-3.6	105	958.3	-1.8	72.5	1.1	95	495.8471083
PAY	2021	1	8	10	0	-2.6	227	958.4	-0.5	65.9	1	164	756.4686889
PAY	2021	1	8	11	0	-1.7	329	958.1	0.9	65.8	1.3	77	942.1224312
PAY	2021	1	8	12	0	-1.1	362	957.4	1.2	63.8	1.7	8	1000
PAY	2021	1	8	13	0	-0.6	344	957.1	1.9	61.9	2.1	29	1000
PAY	2021	1	8	14	0	-0.5	276	957.1	2.2	57.7	2.5	47	1000
PAY	2021	1	8	15	0	-0.6	169	957.2	1.9	57.1	2.1	51	1000
PAY	2021	1	8	16	0	-1	43	957.5	-0.2	71.8	1.8	50	0
PAY	2021	1	8	17	0	-2	0	957.7	-0.3	67	1.7	69	0
PAY	2021	1	8	18	0	-2.4	0	957.9	-1.2	72.8	2.4	58	0
PAY	2021	1	8	19	0	-2.8	0	958.3	-1.6	73.4	1.9	45	0
PAY	2021	1	8	20	0	-3	0	958.4	-1.9	76.4	2.2	31	0
PAY	2021	1	8	21	0	-3.1	0	958.8	-1.8	74.3	2.6	34	0
PAY	2021	1	8	22	0	-3.9	0	958.8	-3.4	81.9	1.6	58	0
PAY	2021	1	8	23	0	-4.5	0	958.7	-3.9	83.9	1.9	62	0
PAY	2021	1	9	0	0	-4.8	0	958.6	-3.9	82.6	1.9	65	0
PAY	2021	1	9	1	0	-5.1	0	958.5	-4.9	87.2	1.9	65	0
PAY	2021	1	9	2	0	-4.9	0	958.7	-3.6	83.8	2.4	43	0
PAY	2021	1	9	3	0	-4.7	0	958.6	-4.2	85.7	2.3	47	0
PAY	2021	1	9	4	0	-4.9	0	958.6	-4.8	89.3	1.8	52	0
PAY	2021	1	9	5	0	-5	0	958.3	-4.7	90.1	2.4	45	0
PAY	2021	1	9	6	0	-4.7	0	958.3	-4.1	86.6	3.3	34	0
PAY	2021	1	9	7	0	-4.6	0	958.7	-3.8	81	3.9	28	0
PAY	2021	1	9	8	0	-4.8	13	959	-4	81.7	3.5	40	142.310505
PAY	2021	1	9	9	0	-4.3	98	959.3	-3	78.4	3.7	42	459.7225386
PAY	2021	1	9	10	0	-3.6	208	959.4	-2.3	75.4	4.3	36	689.1080756
PAY	2021	1	9	11	0	-2.8	318	958.7	-0.9	69.6	4.7	39	905.1743138
PAY	2021	1	9	12	0	-2.4	308	958.2	-0.7	69.1	5	33	859.7935443
PAY	2021	1	9	13	0	-2.1	283	957.8	-0.6	73.1	5.4	42	878.5935101
PAY	2021	1	9	14	0	-2.1	197	957.8	-0.6	69	5.8	44	802.7190553
PAY	2021	1	9	15	0	-2.3	105	958.1	-0.8	71.4	6.2	46	787.2148265
PAY	2021	1	9	16	0	-2.4	34	958.3	-0.9	70.8	6.1	46	0
PAY	2021	1	9	17	0	-2.4	0	958.7	-0.7	69.9	6.7	46	0
PAY	2021	1	9	18	0	-2.3	0	959	-0.7	72.1	6.4	42	0
PAY	2021	1	9	19	0	-2.3	0	959.2	-0.7	70.9	6.5	37	0
PAY	2021	1	9	20	0	-2.4	0	959.1	-0.9	72.3	7.4	38	0
PAY	2021	1	9	21	0	-2.5	0	959.2	-1.1	73	7.1	40	0
PAY	2021	1	9	22	0	-2.6	0	959.3	-1.2	73.6	7	40	0
PAY	2021	1	9	23	0	-2.6	0	959.2	-1.3	73.9	7.4	39	0
PAY	2021	1	10	0	0	-2.7	0	959.4	-1.4	74.1	7.1	39	0
PAY	2021	1	10	1	0	-2.9	0	959.5	-1.5	72.5	6.8	39	0
PAY	2021	1	10	2	0	-3	0	959.8	-1.6	70.6	6.4	41	0
PAY	2021	1	10	3	0	-3.1	0	959.5	-1.6	70.9	6.2	39	0
PAY	2021	1	10	4	0	-3.2	0	959.3	-1.7	70.3	6.3	40	0
PAY	2021	1	10	5	0	-3.3	0	959.2	-1.8	70.3	6.4	40	0
PAY	2021	1	10	6	0	-3.4	0	959.1	-2	72	6.4	40	0
PAY	2021	1	10	7	0	-3.5	0	959.3	-2	69	6.4	39	0
PAY	2021	1	10	8	0	-3.6	7	959.3	-2	68.9	6.1	46	75.63317754
PAY	2021	1	10	9	0	-3.5	56	959.6	-1.8	70.1	6.3	46	260.821497
PAY	2021	1	10	10	0	-3.2	168	959.9	-1.1	67.6	6.4	55	553.1409831
PAY	2021	1	10	11	0	-2.7	436	959.8	-0.3	62.8	6.5	42	1000
PAY	2021	1	10	12	0	-3.1	361	959.1	-1.1	63.2	7.4	41	1000
PAY	2021	1	10	13	0	-2.7	359	958.7	-0.5	60.2	7.2	50	1000
PAY	2021	1	10	14	0	-2.6	288	958.8	-0.3	59	7.3	52	1000
PAY	2021	1	10	15	0	-2.7	175	959.3	-0.6	60.8	7.3	50	1000
PAY	2021	1	10	16	0	-3	46	959.9	-1.3	64	7.5	58	0
PAY	2021	1	10	17	0	-3.4	0	960.3	-1.9	67.6	5	45	0
PAY	2021	1	10	18	0	-3.6	0	960.6	-2.1	67.3	5.6	50	0
PAY	2021	1	10	19	0	-4	0	961.2	-2.9	74.5	4.5	38	0
PAY	2021	1	10	20	0	-4.1	0	961.2	-2.9	72.4	4.9	38	0
PAY	2021	1	10	21	0	-4.4	0	961.6	-3.4	74.6	3.4	38	0
PAY	2021	1	10	22	0	-4.2	0	961.8	-2.5	68.5	4.2	42	0
PAY	2021	1	10	23	0	-4	0	961.9	-2.5	69.1	4.4	40	0
PAY	2021	1	11	0	0	-4	0	961.8	-2.7	70.5	4.6	37	0
PAY	2021	1	11	1	0	-4.1	0	961.9	-2.8	70.5	4.3	37	0
PAY	2021	1	11	2	0	-4.3	0	962.3	-2.8	70.2	3.7	40	0
PAY	2021	1	11	3	0	-4.3	0	962.4	-2.9	70.1	3.4	41	0
PAY	2021	1	11	4	0	-4.4	0	962.3	-3	70.8	3	38	0
PAY	2021	1	11	5	0	-4.5	0	962.4	-3.1	70.7	2.8	37	0
PAY	2021	1	11	6	0	-4.8	0	962.8	-3.6	69.9	1.6	74	0
PAY	2021	1	11	7	0	-4.9	0	963.2	-3.5	72.3	1.7	86	0
PAY	2021	1	11	8	0	-4.9	4	963.7	-3.7	71.5	2.1	68	42.61023462
PAY	2021	1	11	9	0	-5	30	964.1	-3.6	70	1.9	87	138.6572345
PAY	2021	1	11	10	0	-4.9	80	964.6	-3.5	69.6	2.3	92	261.6778348
PAY	2021	1	11	11	0	-4.8	141	964.3	-3.1	68	2.6	83	396.2180136
PAY	2021	1	11	12	0	-4.6	264	963.4	-2.7	65.9	2.2	84	726.5078226
PAY	2021	1	11	13	0	-4.1	387	962.8	-2.3	64.8	1.8	66	1000
PAY	2021	1	11	14	0	-3.9	283	962.8	-2.1	64.4	1.5	85	1000
PAY	2021	1	11	15	0	-3.8	172	963	-1.9	63.2	1.6	77	1000
PAY	2021	1	11	16	0	-3.9	46	963.3	-2.5	66.4	1.6	67	0
PAY	2021	1	11	17	0	-4.8	0	963.4	-4.1	76.6	1.1	84	0
PAY	2021	1	11	18	0	-5.5	0	964	-5.2	81	1	172	0
PAY	2021	1	11	19	0	-5.9	0	964.2	-5.2	79.8	2.6	198	0
PAY	2021	1	11	20	0	-6.6	0	964.2	-6.1	82.6	2.9	200	0
PAY	2021	1	11	21	0	-7	0	964.2	-5.8	78.1	3.3	198	0
PAY	2021	1	11	22	0	-7.1	0	964.3	-6.6	82.1	3.3	202	0
PAY	2021	1	11	23	0	-7.4	0	964.3	-6.8	80.3	3.2	205	0
PAY	2021	1	12	0	0	-6.9	0	964.3	-6.2	79.5	3.7	195	0
PAY	2021	1	12	1	0	-7.2	0	964.6	-6.1	84.2	2.5	199	0
PAY	2021	1	12	2	0	-6.5	0	964.7	-5.4	83.2	2.8	208	0
PAY	2021	1	12	3	0	-5.2	0	964.4	-3.7	82.3	4.1	205	0
PAY	2021	1	12	4	0	-4.4	0	964	-3.3	81.7	4.3	213	0
PAY	2021	1	12	5	0	-3.9	0	963.9	-2.7	81.4	5.2	216	0
PAY	2021	1	12	6	0	-3.4	0	963.5	-2.2	79.8	4.5	214	0
PAY	2021	1	12	7	0	-3.2	0	963.5	-2.1	80.5	4.8	222	0
PAY	2021	1	12	8	0	-2.9	2	963.4	-1.6	77.9	4.4	233	20.98284178
PAY	2021	1	12	9	0	-2.5	13	963.6	-1.1	77.6	4.7	245	59.59599213
PAY	2021	1	12	10	0	-2.1	40	963.1	-0.3	75.1	3.7	242	129.9390072
PAY	2021	1	12	11	0	-1.3	90	962.6	0.3	72.8	4.7	242	251.178244
PAY	2021	1	12	12	0	-1.1	118	961.3	0.6	75.3	6.3	230	322.2966717
PAY	2021	1	12	13	0	-0.7	83	960.5	0.2	85.9	6.5	230	250.9530736
PAY	2021	1	12	14	0	-0.5	39	960	0.1	93.3	7.2	220	153.1972872
PAY	2021	1	12	15	0	-0.1	17	959.7	0.3	94.7	6.8	216	119.0338802
PAY	2021	1	12	16	0	0.1	7	959.6	0.4	94.9	6.7	216	0
PAY	2021	1	12	17	0	0.3	0	959.4	0.7	94.2	6.6	214	0
PAY	2021	1	12	18	0	0.5	0	959.5	1.1	91.7	6.3	214	0
PAY	2021	1	12	19	0	0.6	0	959.6	1.3	91.1	6	220	0
PAY	2021	1	12	20	0	0.9	0	959.7	1.3	92.5	6	221	0
PAY	2021	1	12	21	0	1	0	959.7	1.6	91.6	6.2	220	0
PAY	2021	1	12	22	0	1.2	0	960	1.7	90.6	5.9	223	0
PAY	2021	1	12	23	0	1.4	0	960.2	2	89.9	5.9	220	0
PAY	2021	1	13	0	0	1.4	0	960.6	2	89.7	5.5	223	0
PAY	2021	1	13	1	0	1.4	0	960.8	2	91.1	3.7	233	0
PAY	2021	1	13	2	0	1.6	0	961.3	2.3	89.4	3	243	0
PAY	2021	1	13	3	0	1.6	0	961.6	2.4	89	3.5	225	0
PAY	2021	1	13	4	0	1.7	0	961.8	2.3	89.8	4.3	202	0
PAY	2021	1	13	5	0	1.8	0	962.1	2.4	89.9	3.7	212	0
PAY	2021	1	13	6	0	1.8	0	962.2	2.6	88.4	3.5	224	0
PAY	2021	1	13	7	0	1.7	0	962.6	2.4	89.6	3.3	214	0
PAY	2021	1	13	8	0	1.8	7	963.3	2.8	87.9	4	198	72.25639126
PAY	2021	1	13	9	0	1.9	43	963.9	2.4	91.2	3.5	200	195.4283584
PAY	2021	1	13	10	0	2.5	90	964.2	3.4	87.7	3.2	207	290.2561138
PAY	2021	1	13	11	0	2.8	112	964.1	3.8	87.2	4	215	310.3609426
PAY	2021	1	13	12	0	3.1	115	963.8	4	86.3	4.4	208	311.6800711
PAY	2021	1	13	13	0	3.1	79	963.3	4.1	85.1	4.5	212	236.6582517
PAY	2021	1	13	14	0	3	43	963.2	3.9	86.4	4.1	213	166.7918417
PAY	2021	1	13	15	0	3	17	962.8	4.2	83.4	4.9	204	116.3402656
PAY	2021	1	13	16	0	2.7	3	963	3.3	83.9	5.4	218	0
PAY	2021	1	13	17	0	2	0	962.8	2.5	90.4	4.3	227	0
PAY	2021	1	13	18	0	1.8	0	962.5	2.5	91.1	4.6	224	0
PAY	2021	1	13	19	0	2	0	962.5	2.5	92.4	5.7	220	0
PAY	2021	1	13	20	0	2.2	0	962.7	2.7	93	5.8	218	0
PAY	2021	1	13	21	0	2.5	0	962.5	3.2	91.3	5.9	215	0
PAY	2021	1	13	22	0	2.9	0	962.2	3.8	90.4	5.8	216	0
PAY	2021	1	13	23	0	3.4	0	962.3	4.1	89.7	6.8	216	0
PAY	2021	1	14	0	0	3.4	0	962.1	4.6	85.8	7	219	0
PAY	2021	1	14	1	0	3.6	0	961.9	4.5	88.1	6.7	217	0
PAY	2021	1	14	2	0	3.7	0	962	4.7	86.4	6.7	218	0
PAY	2021	1	14	3	0	3.7	0	962	4.5	87.8	6.4	219	0
PAY	2021	1	14	4	0	3.6	0	961.6	4.4	87.4	6.4	216	0
PAY	2021	1	14	5	0	3.6	0	961.4	4.8	83.5	6.4	217	0
PAY	2021	1	14	6	0	3.6	0	960.8	4.9	81.3	7	216	0
PAY	2021	1	14	7	0	3.6	0	960.9	4.7	83.2	6.7	218	0
PAY	2021	1	14	8	0	3.5	5	960.3	4.8	83.1	6.1	216	50.73168446
PAY	2021	1	14	9	0	3.7	19	960.6	4.9	82.2	7.5	217	85.56929274
PAY	2021	1	14	10	0	3.7	30	960.7	5.3	77.8	6.6	215	96.02421911
PAY	2021	1	14	11	0	3.8	40	960.4	5.1	81.7	6.5	215	110.0291871
PAY	2021	1	14	12	0	3.9	47	960	5	83.6	6.2	213	126.3719951
PAY	2021	1	14	13	0	3.9	59	959.7	5	84.6	5.8	213	175.0815042
