stn	time.yy	time.mm	time.dd	time.hh	tre200h0	wetbulb	prestahs	ure200h0	dew	gls	dni	str.diffus	fkl010h0	oli000h0
PAY	2021	1	1	0	-0.2	-0.2	94.77	99.7	-0.26	0	0	0	0.6	317
PAY	2021	1	1	1	-0.2	-0.3	94.77	99.3	-0.34	0	0	0	0.5	317
PAY	2021	1	1	2	-0.3	-0.2	94.79	100	-0.3	0	0	0	1	316
PAY	2021	1	1	3	-0.2	-0.2	94.8	100	-0.2	0	0	0	0.2	316
PAY	2021	1	1	4	-0.3	-0.2	94.81	100	-0.3	0	0	0	0.3	317
PAY	2021	1	1	5	-0.3	-0.3	94.82	100	-0.3	0	0	0	0.1	317
PAY	2021	1	1	6	0	0	94.85	98.1	-0.38	0	0	0	1	305
PAY	2021	1	1	7	-0.2	-0.2	94.88	99.3	-0.34	0	0	0	0.6	303
PAY	2021	1	1	8	-0.4	-0.3	94.93	99.6	-0.48	5	0	23	0.5	307
PAY	2021	1	1	9	0.2	-0.1	94.95	98.1	-0.18	72	160.756807	39	0.5	305
PAY	2021	1	1	10	0.5	0.2	94.97	96.9	-0.12	141	329.7165659	45	1	300
PAY	2021	1	1	11	0.8	0.5	94.95	96.4	0.08	170	364.0842374	47	1.2	311
PAY	2021	1	1	12	1	0.7	94.91	95.8	0.16	194	429.6678987	47	1.9	296
PAY	2021	1	1	13	1.3	0.9	94.89	94.1	0.12	172	421.4132426	44	2.3	296
PAY	2021	1	1	14	1.3	0.9	94.9	95	0.3	108	88.7726498	88	2.1	297
PAY	2021	1	1	15	1.3	1	94.92	93.7	0.04	57	222.949498	32	1.7	308
PAY	2021	1	1	16	1.1	0.9	94.96	95	0.1	10	0	0	1.5	307
PAY	2021	1	1	17	1.4	0.6	94.98	84.4	-1.72	0	0	0	2	304
PAY	2021	1	1	18	1.4	0.4	94.99	83.3	-1.94	0	0	0	3.3	304
PAY	2021	1	1	19	0.9	0.3	95.01	87.8	-1.54	0	0	0	3	303
PAY	2021	1	1	20	0.9	0.2	95.05	88.2	-1.46	0	0	0	2.7	302
PAY	2021	1	1	21	0.9	0.2	95.06	89.3	-1.24	0	0	0	2.5	303
PAY	2021	1	1	22	0.6	0	95.08	90.5	-1.3	0	0	0	1.4	302
PAY	2021	1	1	23	0.5	0.1	95.08	92.3	-1.04	0	0	0	1.2	301
PAY	2021	1	2	0	0.5	0.1	95.1	91.6	-1.18	0	0	0	1.5	302
PAY	2021	1	2	1	0.9	0.1	95.1	86.2	-1.86	0	0	0	2.3	305
PAY	2021	1	2	2	1	0.2	95.09	85.6	-1.88	0	0	0	3.3	309
PAY	2021	1	2	3	0.7	0.2	95.07	89.5	-1.4	0	0	0	3.1	310
PAY	2021	1	2	4	0.8	0.2	95.05	89	-1.4	0	0	0	3.2	310
PAY	2021	1	2	5	0.8	0.2	95.04	88.8	-1.44	0	0	0	3.5	310
PAY	2021	1	2	6	1	0.3	95.04	87.7	-1.46	0	0	0	3.6	310
PAY	2021	1	2	7	1	0.2	95.03	86	-1.8	0	0	0	4	308
PAY	2021	1	2	8	1.1	0.1	95.04	83.5	-2.2	1	0	41	4.3	306
PAY	2021	1	2	9	1.1	0.2	95.04	85.2	-1.86	15	0	90	4.6	307
PAY	2021	1	2	10	1.1	0.2	95.05	84.7	-1.96	25	0	109	4.7	309
PAY	2021	1	2	11	1.2	0.1	95.02	81.9	-2.42	39	0	127	5.5	308
PAY	2021	1	2	12	1.2	0.3	94.97	82.7	-2.26	75	0	79	5.4	309
PAY	2021	1	2	13	1.3	0.2	94.96	81.7	-2.36	39	0	104	5.2	309
PAY	2021	1	2	14	1	0.2	94.98	84.4	-2.12	29	0	77	5.9	308
PAY	2021	1	2	15	0.7	0.1	95.01	87.9	-1.72	14	0	32	5.5	306
PAY	2021	1	2	16	0.7	0	95	86.5	-2	3	0	0	4.7	305
PAY	2021	1	2	17	0.5	-0.2	94.99	86.9	-2.12	0	0	0	4.6	305
PAY	2021	1	2	18	0.5	-0.3	95	84.4	-2.62	0	0	0	4.4	305
PAY	2021	1	2	19	0.5	-0.4	95.02	83.9	-2.72	0	0	0	4.1	305
PAY	2021	1	2	20	0.6	-0.5	95.05	79.8	-3.44	0	0	0	3.7	304
PAY	2021	1	2	21	0.2	-0.6	95.06	86	-2.6	0	0	0	3.5	303
PAY	2021	1	2	22	0.1	-0.7	95.06	86.3	-2.64	0	0	0	3.4	303
PAY	2021	1	2	23	-0.2	-0.8	95.05	88.4	-2.52	0	0	0	2.9	302
PAY	2021	1	3	0	-0.2	-0.8	95.05	89	-2.4	0	0	0	2.1	304
PAY	2021	1	3	1	-0.4	-0.7	95.05	93.1	-1.78	0	0	0	2.4	302
PAY	2021	1	3	2	-0.2	-0.8	95.06	89.3	-2.34	0	0	0	3	301
PAY	2021	1	3	3	-0.3	-0.9	95.05	89.3	-2.44	0	0	0	3	300
PAY	2021	1	3	4	-0.2	-1	95.04	86.4	-2.92	0	0	0	1.6	302
PAY	2021	1	3	5	-0.3	-1	95.06	86.7	-2.96	0	0	0	1.6	302
PAY	2021	1	3	6	-0.1	-1	95.07	84.3	-3.24	0	0	0	2.2	298
PAY	2021	1	3	7	-0.3	-1	95.09	86.4	-3.02	0	0	0	2.1	297
PAY	2021	1	3	8	-0.3	-1.1	95.13	86	-3.1	4	0	24	1.8	296
PAY	2021	1	3	9	-0.1	-1.1	95.15	83.5	-3.4	38	0	38	1.6	296
PAY	2021	1	3	10	0.3	-0.8	95.18	81.5	-3.4	69	85.29696851	44	2.1	296
PAY	2021	1	3	11	0.5	-0.7	95.17	80.3	-3.44	83	111.6071111	45	2.2	298
PAY	2021	1	3	12	0.6	-0.7	95.16	76.7	-4.06	104	31.84241174	93	2.4	297
PAY	2021	1	3	13	1	-0.5	95.16	77.3	-3.54	121	221.0166511	53	2.4	299
PAY	2021	1	3	14	1.1	-0.4	95.18	77.2	-3.46	103	287.3210984	37	2	297
PAY	2021	1	3	15	0.9	-0.4	95.2	76.4	-3.82	73	453.4579189	20	1.8	284
PAY	2021	1	3	16	0.4	-0.5	95.22	83.4	-2.92	16	0	0	1.5	272
PAY	2021	1	3	17	0	-0.7	95.24	85.8	-2.84	0	0	0	1.3	290
PAY	2021	1	3	18	-0.4	-0.9	95.26	90.2	-2.36	0	0	0	0.9	282
PAY	2021	1	3	19	-0.8	-1.1	95.29	92.1	-2.38	0	0	0	0.7	284
PAY	2021	1	3	20	-1.3	-1.5	95.29	92.5	-2.8	0	0	0	1.1	256
PAY	2021	1	3	21	-0.9	-1.6	95.32	89.5	-3	0	0	0	1.2	265
PAY	2021	1	3	22	-2.1	-2.2	95.33	94.6	-3.18	0	0	0	1.2	226
PAY	2021	1	3	23	-2.5	-2.8	95.32	94.1	-3.68	0	0	0	1.1	243
PAY	2021	1	4	0	-2.4	-2.6	95.31	94.1	-3.58	0	0	0	1.2	274
PAY	2021	1	4	1	-1.7	-2.3	95.29	92.6	-3.18	0	0	0	1.1	293
PAY	2021	1	4	2	-1.4	-1.9	95.31	92.2	-2.96	0	0	0	0.7	297
PAY	2021	1	4	3	-1.3	-1.8	95.3	90	-3.3	0	0	0	1	298
PAY	2021	1	4	4	-1.1	-1.7	95.27	90	-3.1	0	0	0	1.3	299
PAY	2021	1	4	5	-1.1	-1.6	95.26	88.8	-3.34	0	0	0	1.4	298
PAY	2021	1	4	6	-1.1	-1.8	95.27	84.3	-4.24	0	0	0	1.8	298
PAY	2021	1	4	7	-1.2	-2	95.28	84.3	-4.34	0	0	0	2.7	298
PAY	2021	1	4	8	-1.2	-2	95.29	87.3	-3.74	2	0	24	2.2	298
PAY	2021	1	4	9	-1.2	-1.9	95.3	85	-4.2	8	0	68	2.7	298
PAY	2021	1	4	10	-1.2	-2.1	95.29	83.3	-4.54	22	0	133	3.5	298
PAY	2021	1	4	11	-1	-2	95.21	83	-4.4	28	0	155	3.2	299
PAY	2021	1	4	12	-0.7	-1.9	95.15	81.4	-4.42	23	0	126	3.3	299
PAY	2021	1	4	13	-0.6	-1.7	95.08	80.5	-4.5	41	0	118	3.9	300
PAY	2021	1	4	14	-0.4	-1.6	95.06	78.9	-4.62	19	0	75	3.1	300
PAY	2021	1	4	15	-0.2	-1.4	95.05	78.1	-4.58	5	0	33	3.5	301
PAY	2021	1	4	16	-0.2	-1.4	95.05	78.4	-4.52	0	0	0	4.4	301
PAY	2021	1	4	17	-0.3	-1.5	95.04	78	-4.7	0	0	0	4.5	300
PAY	2021	1	4	18	-0.3	-1.5	95.04	78.8	-4.54	0	0	0	4.4	299
PAY	2021	1	4	19	-0.3	-1.5	95.06	78.5	-4.6	0	0	0	4	299
PAY	2021	1	4	20	-0.4	-1.5	95.05	79.3	-4.54	0	0	0	3.9	300
PAY	2021	1	4	21	-0.4	-1.6	95.07	78.4	-4.72	0	0	0	3.7	299
PAY	2021	1	4	22	-0.6	-1.6	95.08	81.5	-4.3	0	0	0	2.2	298
PAY	2021	1	4	23	-0.7	-1.7	95.09	81.8	-4.34	0	0	0	2.1	298
PAY	2021	1	5	0	-0.8	-1.7	95.11	83.4	-4.12	0	0	0	1.6	298
PAY	2021	1	5	1	-0.8	-1.7	95.16	80.9	-4.62	0	0	0	2	297
PAY	2021	1	5	2	-0.6	-1.6	95.21	84.9	-3.62	0	0	0	1.2	298
PAY	2021	1	5	3	-0.9	-1.6	95.21	88.1	-3.28	0	0	0	0.8	299
PAY	2021	1	5	4	-0.9	-1.7	95.22	85.3	-3.84	0	0	0	0.8	299
PAY	2021	1	5	5	-1	-1.7	95.2	89.1	-3.18	0	0	0	0.9	299
PAY	2021	1	5	6	-1	-1.7	95.22	86.7	-3.66	0	0	0	1	299
PAY	2021	1	5	7	-1	-1.6	95.23	87.7	-3.46	0	0	0	1.3	298
PAY	2021	1	5	8	-0.9	-1.6	95.27	85.4	-3.82	3	0	31	1.8	297
PAY	2021	1	5	9	-0.8	-1.6	95.26	86.5	-3.5	20	0	67	2.3	299
PAY	2021	1	5	10	-0.6	-1.5	95.28	85.1	-3.58	36	0	65	2.3	299
PAY	2021	1	5	11	-0.5	-1.3	95.26	84.3	-3.64	46	0	78	1.8	300
PAY	2021	1	5	12	-0.4	-1.3	95.23	83.5	-3.7	65	0	65	2.2	298
PAY	2021	1	5	13	-0.3	-1.3	95.18	83.4	-3.62	60	3.204645478	59	2.3	298
PAY	2021	1	5	14	-0.2	-1.2	95.19	80.8	-4.04	39	4.263647718	38	2.3	298
PAY	2021	1	5	15	-0.4	-1.3	95.23	84.6	-3.48	18	0	35	2.4	298
PAY	2021	1	5	16	-0.5	-1.3	95.25	86.2	-3.26	3	0	0	1.8	298
PAY	2021	1	5	17	-0.5	-1.4	95.26	83.9	-3.72	0	0	0	1.9	298
PAY	2021	1	5	18	-0.5	-1.4	95.26	82.8	-3.94	0	0	0	2.3	298
PAY	2021	1	5	19	-0.6	-1.5	95.25	82.8	-4.04	0	0	0	2.3	297
PAY	2021	1	5	20	-0.7	-1.5	95.27	83.3	-4.04	0	0	0	2.6	297
PAY	2021	1	5	21	-0.9	-1.8	95.28	79.3	-5.04	0	0	0	2.7	297
PAY	2021	1	5	22	-1	-2	95.29	80.3	-4.94	0	0	0	2.9	296
PAY	2021	1	5	23	-1.2	-2.2	95.29	79.5	-5.3	0	0	0	2.7	296
PAY	2021	1	6	0	-1.3	-2.2	95.29	82.1	-4.88	0	0	0	1.9	296
PAY	2021	1	6	1	-1.3	-2.2	95.3	81.6	-4.98	0	0	0	1.5	295
PAY	2021	1	6	2	-1.3	-2.3	95.35	80.5	-5.2	0	0	0	2	295
PAY	2021	1	6	3	-1.2	-2.4	95.36	77.2	-5.76	0	0	0	1.8	294
PAY	2021	1	6	4	-1.1	-2.5	95.34	73.6	-6.38	0	0	0	1	293
PAY	2021	1	6	5	-1.3	-2.3	95.34	81.1	-5.08	0	0	0	1.5	291
PAY	2021	1	6	6	-1.4	-2.3	95.35	81.4	-5.12	0	0	0	2.1	286
PAY	2021	1	6	7	-1.4	-2.3	95.39	83.6	-4.68	0	0	0	1.8	286
PAY	2021	1	6	8	-1.4	-2.2	95.44	82.9	-4.82	8	0	30	1.7	288
PAY	2021	1	6	9	-1	-2.1	95.49	81.8	-4.64	35	0	87	2.3	291
PAY	2021	1	6	10	-0.6	-1.9	95.55	75.2	-5.56	53	0	131	1.8	293
PAY	2021	1	6	11	-0.2	-1.7	95.54	75.3	-5.14	76	0	171	1.7	293
PAY	2021	1	6	12	0.1	-1.6	95.5	68.9	-6.12	102	0	158	2.2	294
PAY	2021	1	6	13	0.3	-1.4	95.48	68.2	-6.06	104	0	140	1.8	293
PAY	2021	1	6	14	0.4	-1.5	95.51	65.3	-6.54	85	0	97	1.7	293
PAY	2021	1	6	15	0.4	-1.4	95.53	66.8	-6.24	51	112.2525576	37	1.4	291
PAY	2021	1	6	16	0.1	-1.3	95.55	73.5	-5.2	13	0	0	1.1	291
PAY	2021	1	6	17	0.2	-1.5	95.59	69.4	-5.92	0	0	0	1.3	291
PAY	2021	1	6	18	-0.1	-1.5	95.62	73.3	-5.44	0	0	0	1.5	292
PAY	2021	1	6	19	-0.3	-1.5	95.64	77.1	-4.88	0	0	0	1.5	291
PAY	2021	1	6	20	-0.3	-1.4	95.67	78	-4.7	0	0	0	1.8	291
PAY	2021	1	6	21	-0.5	-1.5	95.68	81.4	-4.22	0	0	0	1.8	290
PAY	2021	1	6	22	-0.5	-1.6	95.69	78.7	-4.76	0	0	0	1.1	289
PAY	2021	1	6	23	-0.7	-1.7	95.68	81.8	-4.34	0	0	0	1	287
PAY	2021	1	7	0	-0.8	-1.7	95.7	81.9	-4.42	0	0	0	1.9	282
PAY	2021	1	7	1	-0.8	-1.8	95.71	81.9	-4.42	0	0	0	2.3	283
PAY	2021	1	7	2	-0.7	-1.8	95.71	79.8	-4.74	0	0	0	2.3	284
PAY	2021	1	7	3	-1	-1.9	95.7	83.5	-4.3	0	0	0	1.5	285
PAY	2021	1	7	4	-0.8	-1.9	95.66	79.3	-4.94	0	0	0	2.1	285
PAY	2021	1	7	5	-1.2	-1.9	95.66	83.8	-4.44	0	0	0	1.6	280
PAY	2021	1	7	6	-1.4	-2.1	95.63	86.7	-4.06	0	0	0	1	280
PAY	2021	1	7	7	-1.2	-2.2	95.65	80.2	-5.16	0	0	0	0.9	285
PAY	2021	1	7	8	-1	-2.1	95.67	79	-5.2	13	0	25	0.6	283
PAY	2021	1	7	9	-0.6	-2.1	95.7	75.1	-5.58	77	0	99	1.1	283
PAY	2021	1	7	10	0.6	-1.7	95.7	71.2	-5.16	160	127.329618	122	0.9	284
PAY	2021	1	7	11	1.6	-0.8	95.66	68.7	-4.66	393	679.6711772	157	1.3	269
PAY	2021	1	7	12	1.5	-0.4	95.61	69.3	-4.64	343	489.3768602	170	2	229
PAY	2021	1	7	13	1.7	-0.3	95.57	67.7	-4.76	335	609.0957514	142	1.6	226
PAY	2021	1	7	14	2.1	-0.1	95.56	66.1	-4.68	267	704.8089433	98	1.4	226
PAY	2021	1	7	15	1.9	-0.2	95.57	62.8	-5.54	167	1000	22	1.5	227
PAY	2021	1	7	16	1.6	-0.5	95.6	64.1	-5.58	48	0	0	1.1	255
PAY	2021	1	7	17	0	-0.8	95.63	78	-4.4	0	0	0	1	273
PAY	2021	1	7	18	-1.2	-1.8	95.65	81.4	-4.92	0	0	0	1.3	235
PAY	2021	1	7	19	-1.5	-2.3	95.68	83.7	-4.76	0	0	0	2.3	254
PAY	2021	1	7	20	-1.1	-2.2	95.69	80.8	-4.94	0	0	0	2.4	281
PAY	2021	1	7	21	-1.4	-2.2	95.7	84.6	-4.48	0	0	0	2.8	286
PAY	2021	1	7	22	-1.2	-2.1	95.7	83.8	-4.44	0	0	0	2	284
PAY	2021	1	7	23	-1.5	-2.2	95.7	85.6	-4.38	0	0	0	1.8	283
PAY	2021	1	8	0	-1.3	-2.2	95.7	79.7	-5.36	0	0	0	2.1	281
PAY	2021	1	8	1	-1.4	-2.4	95.69	82.5	-4.9	0	0	0	2.9	282
PAY	2021	1	8	2	-1.4	-2.4	95.73	79.3	-5.54	0	0	0	2.5	284
PAY	2021	1	8	3	-1.4	-2.4	95.74	75.7	-6.26	0	0	0	2.3	286
PAY	2021	1	8	4	-1.8	-2.9	95.72	78.2	-6.16	0	0	0	2.5	272
PAY	2021	1	8	5	-2.3	-3.2	95.69	78.1	-6.68	0	0	0	2.2	264
PAY	2021	1	8	6	-2.2	-3.3	95.71	78.8	-6.44	0	0	0	2	266
PAY	2021	1	8	7	-2.3	-3.3	95.74	76.7	-6.96	0	0	0	1.7	267
PAY	2021	1	8	8	-2.6	-3.6	95.77	75.4	-7.52	10	0	40	1.2	233
PAY	2021	1	8	9	-1.8	-3.6	95.83	72.5	-7.3	105	23.61176706	100	1.1	216
PAY	2021	1	8	10	-0.5	-2.6	95.84	65.9	-7.32	227	293.2565842	139	1	218
PAY	2021	1	8	11	0.9	-1.7	95.81	65.8	-5.94	329	455.3114485	170	1.3	221
PAY	2021	1	8	12	1.2	-1.1	95.74	63.8	-6.04	362	629.5456355	138	1.7	223
PAY	2021	1	8	13	1.9	-0.6	95.71	61.9	-5.72	344	673.0698119	129	2.1	223
PAY	2021	1	8	14	2.2	-0.5	95.71	57.7	-6.26	276	787.4658326	85	2.5	223
PAY	2021	1	8	15	1.9	-0.6	95.72	57.1	-6.68	169	1000	34	2.1	224
PAY	2021	1	8	16	-0.2	-1	95.75	71.8	-5.84	43	0	0	1.8	223
PAY	2021	1	8	17	-0.3	-2	95.77	67	-6.9	0	0	0	1.7	221
PAY	2021	1	8	18	-1.2	-2.4	95.79	72.8	-6.64	0	0	0	2.4	225
PAY	2021	1	8	19	-1.6	-2.8	95.83	73.4	-6.92	0	0	0	1.9	221
PAY	2021	1	8	20	-1.9	-3	95.84	76.4	-6.62	0	0	0	2.2	216
PAY	2021	1	8	21	-1.8	-3.1	95.88	74.3	-6.94	0	0	0	2.6	215
PAY	2021	1	8	22	-3.4	-3.9	95.88	81.9	-7.02	0	0	0	1.6	213
PAY	2021	1	8	23	-3.9	-4.5	95.87	83.9	-7.12	0	0	0	1.9	212
PAY	2021	1	9	0	-3.9	-4.8	95.86	82.6	-7.38	0	0	0	1.9	212
PAY	2021	1	9	1	-4.9	-5.1	95.85	87.2	-7.46	0	0	0	1.9	212
PAY	2021	1	9	2	-3.6	-4.9	95.87	83.8	-6.84	0	0	0	2.4	218
PAY	2021	1	9	3	-4.2	-4.7	95.86	85.7	-7.06	0	0	0	2.3	224
PAY	2021	1	9	4	-4.8	-4.9	95.86	89.3	-6.94	0	0	0	1.8	221
PAY	2021	1	9	5	-4.7	-5	95.83	90.1	-6.68	0	0	0	2.4	223
PAY	2021	1	9	6	-4.1	-4.7	95.83	86.6	-6.78	0	0	0	3.3	220
PAY	2021	1	9	7	-3.8	-4.6	95.87	81	-7.6	0	0	0	3.9	231
PAY	2021	1	9	8	-4	-4.8	95.9	81.7	-7.66	13	0	45	3.5	218
PAY	2021	1	9	9	-3	-4.3	95.93	78.4	-7.32	98	0	98	3.7	219
PAY	2021	1	9	10	-2.3	-3.6	95.94	75.4	-7.22	208	318.0498811	112	4.3	221
PAY	2021	1	9	11	-0.9	-2.8	95.87	69.6	-6.98	318	535.1345	130	4.7	220
PAY	2021	1	9	12	-0.7	-2.4	95.82	69.1	-6.88	308	505.2682842	127	5	220
PAY	2021	1	9	13	-0.6	-2.1	95.78	73.1	-5.98	283	878.5935101	0	5.4	216
PAY	2021	1	9	14	-0.6	-2.1	95.78	69	-6.8	197	802.7190553	0	5.8	220
PAY	2021	1	9	15	-0.8	-2.3	95.81	71.4	-6.52	105	494.8207481	39	6.2	225
PAY	2021	1	9	16	-0.9	-2.4	95.83	70.8	-6.74	34	0	0	6.1	230
PAY	2021	1	9	17	-0.7	-2.4	95.87	69.9	-6.72	0	0	0	6.7	264
PAY	2021	1	9	18	-0.7	-2.3	95.9	72.1	-6.28	0	0	0	6.4	290
PAY	2021	1	9	19	-0.7	-2.3	95.92	70.9	-6.52	0	0	0	6.5	288
PAY	2021	1	9	20	-0.9	-2.4	95.91	72.3	-6.44	0	0	0	7.4	277
PAY	2021	1	9	21	-1.1	-2.5	95.92	73	-6.5	0	0	0	7.1	281
PAY	2021	1	9	22	-1.2	-2.6	95.93	73.6	-6.48	0	0	0	7	282
PAY	2021	1	9	23	-1.3	-2.6	95.92	73.9	-6.52	0	0	0	7.4	283
PAY	2021	1	10	0	-1.4	-2.7	95.94	74.1	-6.58	0	0	0	7.1	285
PAY	2021	1	10	1	-1.5	-2.9	95.95	72.5	-7	0	0	0	6.8	284
PAY	2021	1	10	2	-1.6	-3	95.98	70.6	-7.48	0	0	0	6.4	282
PAY	2021	1	10	3	-1.6	-3.1	95.95	70.9	-7.42	0	0	0	6.2	282
PAY	2021	1	10	4	-1.7	-3.2	95.93	70.3	-7.64	0	0	0	6.3	284
PAY	2021	1	10	5	-1.8	-3.3	95.92	70.3	-7.74	0	0	0	6.4	284
PAY	2021	1	10	6	-2	-3.4	95.91	72	-7.6	0	0	0	6.4	271
PAY	2021	1	10	7	-2	-3.5	95.93	69	-8.2	0	0	0	6.4	282
PAY	2021	1	10	8	-2	-3.6	95.93	68.9	-8.22	7	0	24	6.1	282
PAY	2021	1	10	9	-1.8	-3.5	95.96	70.1	-7.78	56	83.83548119	38	6.3	282
PAY	2021	1	10	10	-1.1	-3.2	95.99	67.6	-7.58	168	79.02014044	144	6.4	263
PAY	2021	1	10	11	-0.3	-2.7	95.98	62.8	-7.74	436	825.9514357	144	6.5	266
PAY	2021	1	10	12	-1.1	-3.1	95.91	63.2	-8.46	361	681.9138365	115	7.4	225
PAY	2021	1	10	13	-0.5	-2.7	95.87	60.2	-8.46	359	698.7136279	132	7.2	209
PAY	2021	1	10	14	-0.3	-2.6	95.88	59	-8.5	288	781.0727012	94	7.3	209
PAY	2021	1	10	15	-0.6	-2.7	95.93	60.8	-8.44	175	1000	22	7.3	209
PAY	2021	1	10	16	-1.3	-3	95.99	64	-8.5	46	0	0	7.5	208
PAY	2021	1	10	17	-1.9	-3.4	96.03	67.6	-8.38	0	0	0	5	208
PAY	2021	1	10	18	-2.1	-3.6	96.06	67.3	-8.64	0	0	0	5.6	206
PAY	2021	1	10	19	-2.9	-4	96.12	74.5	-8	0	0	0	4.5	206
PAY	2021	1	10	20	-2.9	-4.1	96.12	72.4	-8.42	0	0	0	4.9	205
PAY	2021	1	10	21	-3.4	-4.4	96.16	74.6	-8.48	0	0	0	3.4	207
PAY	2021	1	10	22	-2.5	-4.2	96.18	68.5	-8.8	0	0	0	4.2	235
PAY	2021	1	10	23	-2.5	-4	96.19	69.1	-8.68	0	0	0	4.4	278
PAY	2021	1	11	0	-2.7	-4	96.18	70.5	-8.6	0	0	0	4.6	285
PAY	2021	1	11	1	-2.8	-4.1	96.19	70.5	-8.7	0	0	0	4.3	286
PAY	2021	1	11	2	-2.8	-4.3	96.23	70.2	-8.76	0	0	0	3.7	285
PAY	2021	1	11	3	-2.9	-4.3	96.24	70.1	-8.88	0	0	0	3.4	285
PAY	2021	1	11	4	-3	-4.4	96.23	70.8	-8.84	0	0	0	3	285
PAY	2021	1	11	5	-3.1	-4.5	96.24	70.7	-8.96	0	0	0	2.8	285
PAY	2021	1	11	6	-3.6	-4.8	96.28	69.9	-9.62	0	0	0	1.6	284
PAY	2021	1	11	7	-3.5	-4.9	96.32	72.3	-9.04	0	0	0	1.7	283
PAY	2021	1	11	8	-3.7	-4.9	96.37	71.5	-9.4	4	0	42	2.1	283
PAY	2021	1	11	9	-3.6	-5	96.41	70	-9.6	30	0	104	1.9	283
PAY	2021	1	11	10	-3.5	-4.9	96.46	69.6	-9.58	80	0	147	2.3	281
PAY	2021	1	11	11	-3.1	-4.8	96.43	68	-9.5	141	53.39107984	122	2.6	278
PAY	2021	1	11	12	-2.7	-4.6	96.34	65.9	-9.52	264	602.6712619	45	2.2	243
PAY	2021	1	11	13	-2.3	-4.1	96.28	64.8	-9.34	387	1000	43	1.8	213
PAY	2021	1	11	14	-2.1	-3.9	96.28	64.4	-9.22	283	978.4048387	37	1.5	209
PAY	2021	1	11	15	-1.9	-3.8	96.3	63.2	-9.26	172	1000	23	1.6	210
PAY	2021	1	11	16	-2.5	-3.9	96.33	66.4	-9.22	46	0	0	1.6	210
PAY	2021	1	11	17	-4.1	-4.8	96.34	76.6	-8.78	0	0	0	1.1	210
PAY	2021	1	11	18	-5.2	-5.5	96.4	81	-9	0	0	0	1	211
PAY	2021	1	11	19	-5.2	-5.9	96.42	79.8	-9.24	0	0	0	2.6	211
PAY	2021	1	11	20	-6.1	-6.6	96.42	82.6	-9.58	0	0	0	2.9	211
PAY	2021	1	11	21	-5.8	-7	96.42	78.1	-10.18	0	0	0	3.3	210
PAY	2021	1	11	22	-6.6	-7.1	96.43	82.1	-10.18	0	0	0	3.3	210
PAY	2021	1	11	23	-6.8	-7.4	96.43	80.3	-10.74	0	0	0	3.2	210
PAY	2021	1	12	0	-6.2	-6.9	96.43	79.5	-10.3	0	0	0	3.7	213
PAY	2021	1	12	1	-6.1	-7.2	96.46	84.2	-9.26	0	0	0	2.5	222
PAY	2021	1	12	2	-5.4	-6.5	96.47	83.2	-8.76	0	0	0	2.8	238
PAY	2021	1	12	3	-3.7	-5.2	96.44	82.3	-7.24	0	0	0	4.1	253
PAY	2021	1	12	4	-3.3	-4.4	96.4	81.7	-6.96	0	0	0	4.3	256
PAY	2021	1	12	5	-2.7	-3.9	96.39	81.4	-6.42	0	0	0	5.2	268
PAY	2021	1	12	6	-2.2	-3.4	96.35	79.8	-6.24	0	0	0	4.5	276
PAY	2021	1	12	7	-2.1	-3.2	96.35	80.5	-6	0	0	0	4.8	290
PAY	2021	1	12	8	-1.6	-2.9	96.34	77.9	-6.02	2	0	34	4.4	296
PAY	2021	1	12	9	-1.1	-2.5	96.36	77.6	-5.58	13	0	52	4.7	294
PAY	2021	1	12	10	-0.3	-2.1	96.31	75.1	-5.28	40	0	60	3.7	295
PAY	2021	1	12	11	0.3	-1.3	96.26	72.8	-5.14	90	2.790869378	89	4.7	301
PAY	2021	1	12	12	0.6	-1.1	96.13	75.3	-4.34	118	322.2966717	0	6.3	302
PAY	2021	1	12	13	0.2	-0.7	96.05	85.9	-2.62	83	250.9530736	0	6.5	307
PAY	2021	1	12	14	0.1	-0.5	96	93.3	-1.24	39	0	39	7.2	310
PAY	2021	1	12	15	0.3	-0.1	95.97	94.7	-0.76	17	0	45	6.8	314
PAY	2021	1	12	16	0.4	0.1	95.96	94.9	-0.62	7	0	0	6.7	319
PAY	2021	1	12	17	0.7	0.3	95.94	94.2	-0.46	0	0	0	6.6	321
PAY	2021	1	12	18	1.1	0.5	95.95	91.7	-0.56	0	0	0	6.3	319
PAY	2021	1	12	19	1.3	0.6	95.96	91.1	-0.48	0	0	0	6	318
PAY	2021	1	12	20	1.3	0.9	95.97	92.5	-0.2	0	0	0	6	319
PAY	2021	1	12	21	1.6	1	95.97	91.6	-0.08	0	0	0	6.2	317
PAY	2021	1	12	22	1.7	1.2	96	90.6	-0.18	0	0	0	5.9	309
PAY	2021	1	12	23	2	1.4	96.02	89.9	-0.02	0	0	0	5.9	291
PAY	2021	1	13	0	2	1.4	96.06	89.7	-0.06	0	0	0	5.5	299
PAY	2021	1	13	1	2	1.4	96.08	91.1	0.22	0	0	0	3.7	312
PAY	2021	1	13	2	2.3	1.6	96.13	89.4	0.18	0	0	0	3	315
PAY	2021	1	13	3	2.4	1.6	96.16	89	0.2	0	0	0	3.5	313
PAY	2021	1	13	4	2.3	1.7	96.18	89.8	0.26	0	0	0	4.3	315
PAY	2021	1	13	5	2.4	1.8	96.21	89.9	0.38	0	0	0	3.7	308
