stn	time.yy	time.mm	time.dd	time.hh	tre200h0	wetbulb	prestahs	ure200h0	dew	gls	dni	str.diffus	fkl010h0	oli000h0
PAY	2021	5	28	3	5.1	5.1	96.32	97.5	4.6	0	0	0	1.2	264
PAY	2021	5	28	4	4.8	4.8	96.32	97.2	4.24	1	0	2	1	262
PAY	2021	5	28	5	6.2	5	96.36	95.3	5.26	70	145.6412467	43	1.3	262
PAY	2021	5	28	6	8.6	7	96.41	89	6.4	232	233.1807151	150	0.9	267
PAY	2021	5	28	7	10.4	8.1	96.42	78.5	6.1	409	312.3997229	249	1.1	273
PAY	2021	5	28	8	12.4	9.1	96.41	68.7	6.14	586	420.7484014	310	2	279
PAY	2021	5	28	9	15.3	10.2	96.35	61	7.5	744	532.7848008	332	2.6	287
PAY	2021	5	28	10	16.5	11.6	96.32	60	8.5	862	502.2532388	432	3.2	294
PAY	2021	5	28	11	18	12.3	96.28	51.3	8.26	935	588.5124154	406	3.4	299
PAY	2021	5	28	12	18.9	12.1	96.22	45.5	8	961	733.3659709	302	3.4	302
PAY	2021	5	28	13	19.6	12.3	96.16	41.1	7.82	949	661.7331681	383	3.3	304
PAY	2021	5	28	14	20.8	12.5	96.12	39.6	8.72	870	705.9275206	325	3.2	306
PAY	2021	5	28	15	21.2	12.3	96.09	37.3	8.66	749	736.5591906	267	3.3	308
PAY	2021	5	28	16	21.1	12	96.05	31.9	7.48	588	722.9133024	219	3.4	308
PAY	2021	5	28	17	20.9	11.3	96.03	28.5	6.6	409	822.9221084	121	3.5	309
PAY	2021	5	28	18	19.7	10.7	96.06	31.5	6	217	1000	18	3.2	307
PAY	2021	5	28	19	17.5	10.8	96.09	45.8	6.66	58	0	0	2.3	304
PAY	2021	5	28	20	13.6	10.5	96.15	62.4	6.08	1	0	0	1.6	299
PAY	2021	5	28	21	12.1	9.7	96.2	72.6	6.62	0	0	0	1.4	299
PAY	2021	5	28	22	11	9.4	96.2	82.6	7.52	0	0	0	0.8	297
PAY	2021	5	28	23	9.9	8.8	96.23	81.7	6.24	0	0	0	0.5	294
PAY	2021	5	29	0	9.5	8.4	96.24	87.1	6.92	0	0	0	1.2	292
PAY	2021	5	29	1	9.2	8.1	96.23	88.4	6.88	0	0	0	1.2	296
PAY	2021	5	29	2	9.4	8.4	96.23	89.6	7.32	0	0	0	1.1	313
PAY	2021	5	29	3	9.4	8.5	96.24	89.5	7.3	0	0	0	1	323
PAY	2021	5	29	4	9.5	8.7	96.26	91.2	7.74	3	0	11	1	331
PAY	2021	5	29	5	10.5	9.1	96.27	88.8	8.26	49	0	87	1.1	333
PAY	2021	5	29	6	11.9	9.8	96.29	79.1	7.72	175	133.1202635	128	0.9	332
PAY	2021	5	29	7	12.6	10.3	96.33	76.8	7.96	223	27.26824643	209	1.3	331
PAY	2021	5	29	8	13.8	10.8	96.33	72.5	8.3	355	280.0114511	171	1.5	330
PAY	2021	5	29	9	16.3	11.6	96.32	64.2	9.14	723	486.8446189	346	3.2	321
PAY	2021	5	29	10	17.6	12.7	96.31	62.3	10.06	777	428.1329634	410	3.7	317
PAY	2021	5	29	11	18.7	13.7	96.3	57.5	10.2	956	752.2327494	279	4.1	323
PAY	2021	5	29	12	20.3	14	96.28	52.2	10.74	954	679.0403246	343	4.6	324
PAY	2021	5	29	13	20.4	13.9	96.27	47.9	9.98	863	623.3455612	329	4.9	325
PAY	2021	5	29	14	19.9	14	96.28	52.6	10.42	833	638.6219557	339	4.7	326
PAY	2021	5	29	15	20.6	13.5	96.29	45	9.6	709	624.9133126	299	5.3	322
PAY	2021	5	29	16	20.2	12.9	96.28	43.6	8.92	574	782.698595	173	5.4	318
PAY	2021	5	29	17	19.3	12.2	96.3	41.9	7.68	404	798.1580132	123	5.4	312
PAY	2021	5	29	18	18.4	11.6	96.31	41.6	6.72	201	918.3218823	30	4.6	309
PAY	2021	5	29	19	16.6	10.9	96.35	47.1	6.02	59	0	0	3.8	303
PAY	2021	5	29	20	15	10.1	96.41	50.8	5.16	1	0	0	2.6	298
PAY	2021	5	29	21	13	9.6	96.44	61.3	5.26	0	0	0	1.8	292
PAY	2021	5	29	22	10.9	8.9	96.44	77.6	6.42	0	0	0	1.5	288
PAY	2021	5	29	23	12	8.7	96.44	62.5	4.5	0	0	0	2	284
PAY	2021	5	30	0	9.2	7.9	96.44	79.6	5.12	0	0	0	1.6	279
PAY	2021	5	30	1	9.4	7.3	96.42	74.3	4.26	0	0	0	1.6	275
PAY	2021	5	30	2	9	7.2	96.4	74.5	3.9	0	0	0	1.4	274
PAY	2021	5	30	3	8.5	6.8	96.39	75.3	3.56	0	0	0	1.6	272
PAY	2021	5	30	4	7.7	6.5	96.39	80.4	3.78	1	0	2	1.5	269
PAY	2021	5	30	5	9.6	6.7	96.39	73.1	4.22	74	291.8304244	19	1.4	268
PAY	2021	5	30	6	11.2	8	96.38	69.3	5.06	238	445.8527087	80	2.6	270
PAY	2021	5	30	7	13.3	9.1	96.39	61	5.5	419	641.2929195	89	4.1	275
PAY	2021	5	30	8	15.6	9.9	96.37	52.5	6.1	595	584.9461834	210	5.3	282
PAY	2021	5	30	9	17	10.7	96.34	48.4	6.68	751	504.2665479	360	6.1	289
PAY	2021	5	30	10	17.9	11.2	96.33	46.1	7.12	873	526.6736116	421	6	295
PAY	2021	5	30	11	19	11.8	96.29	44.7	7.94	949	689.2016266	328	6.6	301
PAY	2021	5	30	12	19.7	11.9	96.26	41.2	7.94	972	874.63067	184	7.1	304
PAY	2021	5	30	13	20.6	12	96.24	37.8	8.16	947	983.730325	103	6.8	306
PAY	2021	5	30	14	20.5	12	96.21	34.6	7.42	870	861.9335794	202	6.3	307
PAY	2021	5	30	15	20.7	11.9	96.19	32.7	7.24	750	956.302358	121	6.3	308
PAY	2021	5	30	16	20.1	11.7	96.15	35.7	7.24	592	1000	56	6.3	308
PAY	2021	5	30	17	19.5	11.6	96.13	36.4	6.78	414	1000	45	6.5	307
PAY	2021	5	30	18	18.1	10.7	96.16	36.7	5.44	234	1000	16	5.9	303
PAY	2021	5	30	19	16.5	9.8	96.18	40.1	4.52	74	0	0	4.8	299
PAY	2021	5	30	20	14.6	9.2	96.2	47	4	2	0	0	3.4	295
PAY	2021	5	30	21	13.5	8.7	96.22	51	3.7	0	0	0	3.3	292
PAY	2021	5	30	22	12.4	8.3	96.22	56.2	3.64	0	0	0	3	289
PAY	2021	5	30	23	11.1	7.8	96.22	61.9	3.48	0	0	0	2.3	285
PAY	2021	5	31	0	9.9	7.4	96.21	67.7	3.44	0	0	0	1.9	283
PAY	2021	5	31	1	7.6	6.8	96.18	81.8	3.96	0	0	0	1.6	281
PAY	2021	5	31	2	7.4	6.2	96.19	83	4	0	0	0	1.1	278
PAY	2021	5	31	3	6.1	5.7	96.2	90.5	4.2	0	0	0	1.6	277
PAY	2021	5	31	4	5.5	4.9	96.21	89.2	3.34	2	0	2	1.5	274
PAY	2021	5	31	5	7.5	5.6	96.24	84.6	4.42	70	0	82	1.3	272
PAY	2021	5	31	6	10.1	7.2	96.25	71.1	4.32	230	230.5977531	148	1.7	276
PAY	2021	5	31	7	12	8	96.24	58.7	3.74	427	502.261148	168	1.3	288
PAY	2021	5	31	8	13.8	8.7	96.22	52.5	4.3	616	509.7341574	280	1.5	297
PAY	2021	5	31	9	15.5	9.6	96.2	51.3	5.76	729	435.3855368	391	1.8	298
PAY	2021	5	31	10	16.8	10.7	96.18	48.8	6.56	864	527.2586299	411	1.7	301
PAY	2021	5	31	11	18.9	11.5	96.14	48.2	8.54	938	531.017164	459	1.8	306
PAY	2021	5	31	12	19.5	12.4	96.1	44.4	8.38	967	574.2450679	449	2.1	310
PAY	2021	5	31	13	20.3	13.3	96.05	41.7	8.64	944	642.4560297	392	2.1	314
PAY	2021	5	31	14	21.9	13.4	96	38.8	9.66	864	654.2874609	356	1.9	319
PAY	2021	5	31	15	22.8	14.1	95.97	42.3	11.26	737	652.1614018	307	2.5	326
PAY	2021	5	31	16	22.3	14	95.95	38.4	9.98	581	846.9421962	144	3.2	326
PAY	2021	5	31	17	21.4	13.5	95.92	38.6	9.12	402	730.1805479	142	2.4	326
PAY	2021	5	31	18	20.6	13	95.91	39.5	8.5	223	913.127465	49	2.7	324
PAY	2021	5	31	19	18.9	12.8	95.9	51.3	9.16	69	0	0	1.9	321
PAY	2021	5	31	20	17.9	12.5	95.94	50.9	8.08	2	0	0	1.6	316
PAY	2021	5	31	21	14.2	11.6	95.97	71.3	8.46	0	0	0	1.4	310
PAY	2021	5	31	22	15.1	10.8	95.97	57	6.5	0	0	0	1.8	305
PAY	2021	5	31	23	11.2	9.7	95.98	80.1	7.22	0	0	0	2.1	301
PAY	2021	6	1	0	10.6	9.2	95.98	80.2	6.64	0	0	0	0.9	294
PAY	2021	6	1	1	9.5	8.4	95.99	84.7	6.44	0	0	0	1.4	291
PAY	2021	6	1	2	8	7.7	96.01	89.5	5.9	0	0	0	1.6	289
PAY	2021	6	1	3	8.5	7.6	96.02	88.9	6.28	0	0	0	0.9	288
PAY	2021	6	1	4	7.8	6.9	96.02	90.5	5.9	2	0	18	1.4	285
PAY	2021	6	1	5	9.4	7.4	96.02	86.5	6.7	70	10.46299975	68	1.3	284
PAY	2021	6	1	6	11.5	9	96.01	76.7	6.84	229	347.6058802	105	0.9	287
PAY	2021	6	1	7	13.3	9.3	95.98	56.7	4.64	406	526.4524964	134	1.2	293
PAY	2021	6	1	8	14.8	10.2	95.94	57.9	6.38	579	668.1035937	138	1.8	299
PAY	2021	6	1	9	17	11.4	95.91	54.5	7.9	735	742.4138663	158	2	304
PAY	2021	6	1	10	19.5	12.9	95.85	52.2	9.94	848	794.1454623	165	2.1	311
PAY	2021	6	1	11	20.5	13.8	95.8	47.8	10.06	936	839.4359238	178	2.5	316
PAY	2021	6	1	12	22.5	14.4	95.74	45.7	11.64	967	884.7244374	168	3	322
PAY	2021	6	1	13	23.4	15.5	95.69	44.9	12.38	939	871.6877078	189	3.1	328
PAY	2021	6	1	14	24.4	15.4	95.63	33	11	862	908.9896408	155	3.4	332
PAY	2021	6	1	15	25	14.3	95.58	32.3	11.46	739	809.4983108	204	2.6	333
PAY	2021	6	1	16	24.6	13.9	95.54	28.4	10.28	439	554.3528367	152	2.8	335
PAY	2021	6	1	17	23.7	13.8	95.51	39.8	11.66	217	307.2609301	107	2.5	338
PAY	2021	6	1	18	22.7	14.2	95.5	41.9	11.08	189	664.4712452	61	2.1	331
PAY	2021	6	1	19	18.8	15.3	95.54	61.5	11.1	53	0	0	1.2	334
PAY	2021	6	1	20	17	14.1	95.6	71.4	11.28	3	0	0	1.2	337
PAY	2021	6	1	21	16	13.3	95.66	68.4	9.68	0	0	0	1.5	341
PAY	2021	6	1	22	16.6	13	95.74	64	9.4	0	0	0	2.6	368
PAY	2021	6	1	23	17.8	13.2	95.8	62.3	10.26	0	0	0	2.8	371
PAY	2021	6	2	0	17.2	13.4	95.81	66	10.4	0	0	0	4	370
PAY	2021	6	2	1	16	13.4	95.82	75.1	11.02	0	0	0	2.4	369
PAY	2021	6	2	2	14.6	13.5	95.84	90.3	12.66	0	0	0	1.1	372
PAY	2021	6	2	3	14.8	13.5	95.83	86.3	12.06	0	0	0	1.1	368
PAY	2021	6	2	4	13	12.9	95.85	93.3	11.66	1	0	18	1.2	334
PAY	2021	6	2	5	13.4	12.3	95.86	91.8	11.76	45	0	70	1.3	308
PAY	2021	6	2	6	15.6	13.3	95.86	80.8	11.76	233	343.8036651	110	0.9	312
PAY	2021	6	2	7	16.8	13.6	95.9	72	11.2	368	442.4442201	139	1.2	324
PAY	2021	6	2	8	18.8	14.1	95.94	64.8	11.76	429	426.6836184	147	1	357
PAY	2021	6	2	9	18.4	14.9	95.98	68	12	407	309.7696575	166	1.8	369
PAY	2021	6	2	10	20	15.2	95.98	61.1	12.22	476	340.3548667	183	1.5	370
PAY	2021	6	2	11	19.7	15.7	96.02	60.6	11.82	377	200.2483264	196	3.1	378
PAY	2021	6	2	12	19.3	14.9	96.04	65.2	12.34	369	212.3639126	177	4.3	373
PAY	2021	6	2	13	19.3	15.6	96.05	67.7	12.84	417	275.0855941	180	4.2	375
PAY	2021	6	2	14	19.5	15.3	96.07	63.7	12.24	363	247.7185701	170	4.5	376
PAY	2021	6	2	15	19.3	15.1	96.1	62.1	11.72	335	243.0508619	174	4.4	376
PAY	2021	6	2	16	19.3	14.7	96.1	60	11.3	269	231.0283228	149	4.3	381
PAY	2021	6	2	17	18.8	14.3	96.14	60.1	10.82	112	19.45139665	105	3.9	383
PAY	2021	6	2	18	18.2	14.4	96.21	68.9	11.98	48	0	56	2.8	382
PAY	2021	6	2	19	16.8	14.8	96.25	81.2	13.04	7	199.8863469	0	2.7	383
PAY	2021	6	2	20	15.9	15	96.33	92.9	14.48	0	0	0	1.9	382
PAY	2021	6	2	21	15.8	15	96.38	93.9	14.58	0	0	0	1.2	379
PAY	2021	6	2	22	15.6	14.9	96.4	94.7	14.54	0	0	0	1.1	379
PAY	2021	6	2	23	15.5	15	96.42	94.3	14.36	0	0	0	1	378
PAY	2021	6	3	0	15.2	14.8	96.41	95.4	14.28	0	0	0	1	377
PAY	2021	6	3	1	15.1	14.7	96.42	95.3	14.16	0	0	0	1.7	376
PAY	2021	6	3	2	14.8	14.6	96.42	96.4	14.08	0	0	0	1.5	372
PAY	2021	6	3	3	14.9	14.5	96.43	95.5	14	0	0	0	1.2	370
PAY	2021	6	3	4	14.5	14.3	96.45	97.7	14.04	1	0	20	0.7	365
PAY	2021	6	3	5	15	14.3	96.49	94.2	13.84	30	0	75	0.9	364
PAY	2021	6	3	6	15.5	14.7	96.55	92.6	14.02	81	0	117	1.4	365
PAY	2021	6	3	7	16.2	15	96.59	90.2	14.24	111	0	144	0.7	369
PAY	2021	6	3	8	17.3	15.5	96.58	86.5	14.6	221	117.8835959	143	1.1	371
PAY	2021	6	3	9	18.2	15.6	96.59	76.4	13.48	391	287.6468089	167	1.3	372
PAY	2021	6	3	10	20.6	16.2	96.56	69.5	14.5	711	543.1577165	243	1.4	357
PAY	2021	6	3	11	21.9	17.2	96.51	67	15.3	854	715.1431506	207	2.1	348
PAY	2021	6	3	12	22.1	17.4	96.47	60.4	14.18	901	506.043157	443	2.3	349
PAY	2021	6	3	13	23.2	17.1	96.41	54.9	14.18	689	491.5069318	265	1.9	376
PAY	2021	6	3	14	24	17.4	96.37	54	14.8	731	483.0938207	354	2.1	368
PAY	2021	6	3	15	24.5	17.7	96.34	57	15.9	672	929.3928641	55	2.4	368
PAY	2021	6	3	16	24.9	17.7	96.3	51.1	15.12	608	988.367873	93	2.3	363
PAY	2021	6	3	17	23.2	17.2	96.28	55.2	14.24	271	655.2690152	34	2.2	364
PAY	2021	6	3	18	22.5	17.3	96.32	64	15.3	142	640.8769942	16	1.5	370
PAY	2021	6	3	19	21.1	17.2	96.36	68	14.7	34	916.9771952	0	1.5	362
PAY	2021	6	3	20	18.7	16.7	96.38	79.6	14.62	1	0	0	1	373
PAY	2021	6	3	21	18.9	15.9	96.47	74.2	13.74	0	0	0	2.1	364
PAY	2021	6	3	22	17.5	15.4	96.51	78.4	13.18	0	0	0	4.4	384
PAY	2021	6	3	23	16.7	15.1	96.54	84.4	13.58	0	0	0	2.8	379
PAY	2021	6	4	0	16.8	15.3	96.52	85.8	13.96	0	0	0	2.9	380
PAY	2021	6	4	1	16.6	15.1	96.49	81.8	12.96	0	0	0	3.2	370
PAY	2021	6	4	2	15.9	14.7	96.52	88.2	13.54	0	0	0	1.4	361
PAY	2021	6	4	3	15.3	14.7	96.51	93.4	13.98	0	0	0	0.8	369
PAY	2021	6	4	4	15.6	14.7	96.56	91.6	13.92	0	0	3	1.6	374
PAY	2021	6	4	5	15.3	14.7	96.6	93.6	14.02	4	0	66	1.4	375
PAY	2021	6	4	6	16.1	15	96.63	89.3	13.96	40	0	57	1	374
PAY	2021	6	4	7	16	15.3	96.68	92.9	14.58	53	0	99	1.2	380
PAY	2021	6	4	8	17.4	15.5	96.7	84.1	14.22	189	40.76374608	162	1.2	372
PAY	2021	6	4	9	19.2	16.3	96.67	82.5	15.7	413	111.6241499	326	1.4	370
PAY	2021	6	4	10	20.6	17.3	96.66	72.9	15.18	729	612.2942529	201	2.5	353
PAY	2021	6	4	11	22.3	17.7	96.6	68.7	16.04	915	679.1854101	300	3.3	348
PAY	2021	6	4	12	23	18.2	96.53	66.4	16.28	909	740.6471769	238	3.8	348
PAY	2021	6	4	13	23.3	18.4	96.46	62.8	15.86	916	861.401076	172	3.6	350
PAY	2021	6	4	14	24.6	18.2	96.39	59.3	16.46	842	826.4921557	196	2.8	353
PAY	2021	6	4	15	24.7	18.3	96.31	53.4	15.38	720	910.8851556	114	2.1	357
PAY	2021	6	4	16	24.4	18.3	96.27	54.9	15.38	554	887.7790533	90	2.1	360
PAY	2021	6	4	17	21.9	17.4	96.27	62.3	14.36	78	99.05421004	42	2.1	364
PAY	2021	6	4	18	20.5	17.3	96.32	73	15.1	42	161.2140779	10	2	382
PAY	2021	6	4	19	20.4	16.2	96.34	64.6	13.32	45	1000	0	2.1	371
PAY	2021	6	4	20	16.3	15.6	96.57	85.9	13.48	1	0	0	4.8	395
PAY	2021	6	4	21	15.6	14.9	96.59	93.9	14.38	0	0	0	4.8	383
PAY	2021	6	4	22	15.3	15.1	96.62	97.1	14.72	0	0	0	1.7	380
PAY	2021	6	4	23	15.1	14.9	96.61	96.3	14.36	0	0	0	2.1	376
PAY	2021	6	5	0	15	14.8	96.56	97.5	14.5	0	0	0	1.9	382
PAY	2021	6	5	1	15.3	14.7	96.55	92.4	13.78	0	0	0	0.9	378
PAY	2021	6	5	2	15.1	14.9	96.53	97.6	14.62	0	0	0	1.3	383
PAY	2021	6	5	3	15.2	14.8	96.48	97.1	14.62	0	0	0	0.7	378
PAY	2021	6	5	4	15.2	14.7	96.47	91.8	13.56	0	0	3	1.4	380
PAY	2021	6	5	5	14.9	14.4	96.5	94.2	13.74	7	0	15	2.8	380
PAY	2021	6	5	6	14.9	14.3	96.54	94.5	13.8	30	0	158	2.3	377
PAY	2021	6	5	7	14.7	14.3	96.59	94.3	13.56	33	0	211	2.4	376
PAY	2021	6	5	8	14.6	14.2	96.62	94.3	13.46	43	0	98	2.4	376
PAY	2021	6	5	9	14.9	14	96.64	91.6	13.22	89	0	356	1.8	372
PAY	2021	6	5	10	16.1	14.4	96.63	85.8	13.26	230	126.307448	121	2.4	356
PAY	2021	6	5	11	17.7	14.6	96.6	71.3	11.96	778	401.6659697	414	2	338
PAY	2021	6	5	12	20.1	15	96.54	65.9	13.28	854	606.5161255	304	1.8	356
PAY	2021	6	5	13	15.4	14.2	96.57	81.2	11.64	316	0	371	2.1	379
PAY	2021	6	5	14	18.9	14.9	96.55	72.3	13.36	615	485.4373642	235	2.5	364
PAY	2021	6	5	15	16.7	14.5	96.58	73.9	11.48	284	120.00297	204	2.8	368
PAY	2021	6	5	16	17.9	14	96.56	64.8	10.86	447	539.8801039	164	1.5	356
PAY	2021	6	5	17	16.1	13.8	96.55	76.6	11.42	124	35.60359075	111	2.8	356
PAY	2021	6	5	18	16.5	14.1	96.53	71.7	10.84	203	723.8583405	58	2.2	357
PAY	2021	6	5	19	15.7	14	96.57	86.5	13	48	1000	0	1.1	350
PAY	2021	6	5	20	14.8	14.2	96.59	91.2	13.04	1	0	0	0.9	352
PAY	2021	6	5	21	13.4	13.3	96.6	95.6	12.52	0	0	0	1.2	317
PAY	2021	6	5	22	12.7	12.4	96.62	96.1	11.92	0	0	0	1.1	325
PAY	2021	6	5	23	13.3	12.6	96.61	95.2	12.34	0	0	0	1.2	356
PAY	2021	6	6	0	12.5	12.6	96.59	97.6	12.02	0	0	0	1.4	324
PAY	2021	6	6	1	11.6	11.8	96.56	98.2	11.24	0	0	0	1.2	316
PAY	2021	6	6	2	12.4	12	96.51	96.2	11.64	0	0	0	0.9	354
PAY	2021	6	6	3	12.7	12.3	96.47	96.5	12	0	0	0	1	359
PAY	2021	6	6	4	12.6	12.3	96.45	97.6	12.12	1	0	19	1	359
PAY	2021	6	6	5	13.1	12.4	96.43	96.1	12.32	24	45.88415228	15	0.9	362
PAY	2021	6	6	6	13.4	12.9	96.43	94.4	12.28	86	132.9636456	38	0.9	361
PAY	2021	6	6	7	14.8	13.6	96.44	89.8	12.76	148	0	230	0.8	368
PAY	2021	6	6	8	16.3	14.3	96.43	81	12.5	306	0	327	1.4	365
PAY	2021	6	6	9	17.8	14.2	96.41	65.2	10.84	645	435.5957388	305	2.5	357
PAY	2021	6	6	10	18.5	14.2	96.38	63.3	11.16	631	230.441888	432	3.3	368
PAY	2021	6	6	11	19.3	14.2	96.34	57.7	10.84	700	627.4108014	131	3.3	356
PAY	2021	6	6	12	19.6	14.8	96.31	58.1	11.22	770	466.052395	347	3.1	357
PAY	2021	6	6	13	21	15.4	96.27	55.7	12.14	902	894.0954239	128	3.9	351
PAY	2021	6	6	14	20.6	16.2	96.28	62.8	13.16	763	556.1691475	327	4.3	368
PAY	2021	6	6	15	19.7	15.4	96.27	62.8	12.26	447	486.5537278	122	5.3	381
PAY	2021	6	6	16	19.8	15.5	96.25	64.5	12.7	435	513.6265371	165	4.9	379
PAY	2021	6	6	17	18.9	15	96.24	66.5	12.2	198	218.1230726	118	4.8	379
PAY	2021	6	6	18	18.5	15	96.26	67.6	12.02	201	900.6820247	19	4.5	372
PAY	2021	6	6	19	17.3	14.5	96.31	74.4	12.18	70	1000	0	4.9	366
PAY	2021	6	6	20	16.7	14.3	96.36	76.9	12.08	3	0	0	3.9	378
PAY	2021	6	6	21	16.1	14	96.37	80.4	12.18	0	0	0	3.6	378
PAY	2021	6	6	22	15.8	14	96.37	81.9	12.18	0	0	0	2.7	372
PAY	2021	6	6	23	15.3	13.8	96.36	84.8	12.26	0	0	0	2.2	358
PAY	2021	6	7	0	15.4	13.9	96.33	85.6	12.52	0	0	0	2.1	378
PAY	2021	6	7	1	15.4	13.8	96.31	83.2	12.04	0	0	0	2.3	379
PAY	2021	6	7	2	15.3	13.8	96.29	85.3	12.36	0	0	0	2	374
PAY	2021	6	7	3	14.9	13.8	96.28	88.3	12.56	0	0	0	1.8	369
PAY	2021	6	7	4	15	13.8	96.27	87.8	12.56	1	0	3	1.7	378
PAY	2021	6	7	5	15.4	14	96.27	86.4	12.68	27	40.63904621	19	2	372
PAY	2021	6	7	6	15.8	14.3	96.27	86.9	13.18	104	176.9975305	40	1.9	354
PAY	2021	6	7	7	16.8	14.7	96.3	80.5	12.9	169	176.6151816	77	2.8	372
PAY	2021	6	7	8	16.8	14.7	96.33	78.6	12.52	156	102.4154145	88	3.6	385
PAY	2021	6	7	9	18.1	15.2	96.32	77.6	13.62	265	142.1232544	154	3.4	387
PAY	2021	6	7	10	18.7	15.5	96.33	75.3	13.76	419	57.86468166	369	3.5	388
PAY	2021	6	7	11	20.1	16.1	96.31	66.8	13.46	754	518.9937301	283	3.9	372
PAY	2021	6	7	12	20.6	16.4	96.27	65.4	13.68	854	473.3706505	424	4.1	358
PAY	2021	6	7	13	19.8	15.9	96.25	67	13.2	373	19.61704412	356	4.2	387
PAY	2021	6	7	14	19.7	16.1	96.25	67.2	13.14	317	33.12013489	291	4.1	387
PAY	2021	6	7	15	19.7	15.8	96.23	64.8	12.66	225	70.23044831	178	3.8	385
PAY	2021	6	7	16	19.9	15.6	96.22	66.2	13.14	269	280.7808228	121	4.1	375
PAY	2021	6	7	17	19.1	15.5	96.24	69.9	13.08	219	366.5118971	84	3.4	366
PAY	2021	6	7	18	18.4	15.3	96.29	72.4	12.88	138	539.8680954	28	3.8	376
PAY	2021	6	7	19	17.8	15	96.31	72.8	12.36	32	718.0320648	0	2.8	375
PAY	2021	6	7	20	17.3	14.5	96.37	73.8	12.06	1	0	0	2.4	380
PAY	2021	6	7	21	16.9	14.5	96.39	78	12.5	0	0	0	1.9	384
PAY	2021	6	7	22	16.6	14.6	96.38	80.2	12.64	0	0	0	1.6	384
PAY	2021	6	7	23	16.3	14.6	96.37	84.3	13.16	0	0	0	1.5	381
PAY	2021	6	8	0	15.9	14.5	96.36	86.3	13.16	0	0	0	1.4	374
PAY	2021	6	8	1	15.3	14.6	96.34	92	13.7	0	0	0	1.4	372
PAY	2021	6	8	2	15.7	14.5	96.31	88.3	13.36	0	0	0	1.3	378
PAY	2021	6	8	3	14.3	14.3	96.33	96.2	13.54	0	0	0	1	356
PAY	2021	6	8	4	14.5	14.1	96.36	95.8	13.66	1	0	20	1.1	373
PAY	2021	6	8	5	15.1	14.3	96.38	92.6	13.62	21	0	90	1.1	371
PAY	2021	6	8	6	15.5	14.5	96.41	91.4	13.78	87	0	178	1.1	372
PAY	2021	6	8	7	16.2	14.9	96.43	87.7	13.74	126	0	239	1.3	379
PAY	2021	6	8	8	16	15.1	96.43	92	14.4	159	0	276	1.7	387
PAY	2021	6	8	9	17.7	15.9	96.4	78.6	13.42	575	354.4827674	298	1.4	373
PAY	2021	6	8	10	18.5	15.8	96.4	79.8	14.46	440	145.7398459	314	2.3	374
PAY	2021	6	8	11	19.1	16	96.39	73.3	13.76	413	6.60722527	407	3.2	377
PAY	2021	6	8	12	19.8	15.8	96.35	68	13.4	512	111.1006018	411	2.6	369
PAY	2021	6	8	13	20.1	16.1	96.33	62.1	12.52	617	236.3222444	412	2.2	381
PAY	2021	6	8	14	19.5	16	96.31	75.6	14.62	269	192.0975095	118	2	384
PAY	2021	6	8	15	20	16.3	96.28	67.4	13.48	341	301.2965028	139	2.5	381
PAY	2021	6	8	16	18	16.2	96.32	82.9	14.58	284	459.8156034	41	2.2	374
PAY	2021	6	8	17	17.2	15.2	96.34	80.2	13.24	240	570.5075143	29	3.6	379
PAY	2021	6	8	18	17	14.8	96.37	79.5	12.9	92	365.1994171	17	1.9	372
PAY	2021	6	8	19	17.3	15.2	96.36	79.3	13.16	71	1000	0	1.7	368
PAY	2021	6	8	20	15.4	15	96.38	95.2	14.44	3	0	0	1.2	344
PAY	2021	6	8	21	15.5	14.7	96.44	94.9	14.48	0	0	0	1.5	363
PAY	2021	6	8	22	15.6	15.1	96.44	95.2	14.64	0	0	0	1.5	380
PAY	2021	6	8	23	15.4	14.9	96.43	94.7	14.34	0	0	0	1.2	383
PAY	2021	6	9	0	14.9	14.6	96.41	96.4	14.18	0	0	0	1	362
PAY	2021	6	9	1	13.9	14.2	96.4	98.1	13.52	0	0	0	1.1	337
PAY	2021	6	9	2	14.7	14.3	96.37	96.7	14.04	0	0	0	0.9	371
PAY	2021	6	9	3	14.1	14.1	96.38	98.5	13.8	0	0	0	0.8	353
PAY	2021	6	9	4	14.5	14.2	96.37	97.7	14.04	1	0	3	0.8	381
PAY	2021	6	9	5	14.7	14.3	96.39	96	13.9	30	70.71168906	16	1.2	374
PAY	2021	6	9	6	14.9	14.5	96.41	93.8	13.66	90	107.5874067	51	1.2	362
PAY	2021	6	9	7	15.8	14.6	96.44	89.6	13.72	143	168.6881285	55	1.3	380
PAY	2021	6	9	8	16.7	15	96.45	84.6	13.62	325	237.7099285	167	1.1	371
PAY	2021	6	9	9	18.3	15.6	96.45	78.1	13.92	477	413.1676718	154	1.3	371
PAY	2021	6	9	10	20.6	16.2	96.45	73.1	15.22	653	542.2173865	184	2.1	367
PAY	2021	6	9	11	21	16.9	96.43	66.8	14.36	813	709.8706134	168	2.5	358
PAY	2021	6	9	12	21.6	17	96.37	62.9	14.18	843	794.7290186	120	2.9	358
PAY	2021	6	9	13	20.8	17.1	96.36	68.8	14.56	579	518.2672128	129	3.1	379
PAY	2021	6	9	14	20.7	16.9	96.35	61.9	13.08	515	519.6632341	106	3.5	367
PAY	2021	6	9	15	19.9	16.1	96.38	67.7	13.44	337	166.7674147	225	3.2	371
